30000 30010
26819 5507 -212
29129 26819 -379
4715 29129 -108
26065 4715 -620
26345 26065 -180
28692 26345 -558
18871 28692 -383
26743 18871 -877
21917 26743 -710
12641 21917 -380
6098 12641 -286
18440 6098 -679
22943 18440 -974
13422 22943 -876
29690 13422 -178
2791 29690 -68
1075 2791 -571
12340 1075 -15
6312 12340 -455
25681 6312 -450
10039 25681 -468
23528 10039 -642
16259 23528 -901
9009 16259 -94
2200 9009 -347
14242 2200 -789
409 14242 -473
17961 409 -407
16240 17961 -899
8424 16240 -322
19975 8424 -209
8811 19975 -522
21842 8811 -137
27665 21842 -381
7444 27665 -346
15730 7444 -1
5396 15730 -780
8652 5396 -95
17127 8652 -450
11739 17127 -266
8713 11739 -125
23210 8713 -672
12045 23210 -684
27083 12045 -634
20908 27083 -445
25818 20908 -712
11616 25818 -688
22286 11616 -943
28762 22286 -465
17538 28762 -69
13106 17538 -511
20436 13106 -143
26582 20436 -135
18350 26582 -355
41 18350 -920
3469 41 -490
24793 3469 -6
6240 24793 -413
6734 6240 -669
27797 6734 -808
7652 27797 -512
28475 7652 -917
8247 28475 -210
29389 8247 -706
9026 29389 -607
12762 9026 -38
24187 12762 -131
27470 24187 -186
21143 27470 -464
24539 21143 -357
2653 24539 -179
24366 2653 -3
3988 24366 -434
16688 3988 -330
9596 16688 -221
28218 9596 -231
1359 28218 -54
11245 1359 -408
16296 11245 -947
24974 16296 -51
15889 24974 -164
8820 15889 -54
20177 8820 -960
20447 20177 -91
3887 20447 -898
19704 3887 -740
27393 19704 -126
29595 27393 -485
20383 29595 -780
4058 20383 -421
19336 4058 -935
7311 19336 -575
24282 7311 -298
10051 24282 -856
7365 10051 -485
1245 7365 -448
10871 1245 -117
3451 10871 -365
10397 3451 -848
24654 10397 -528
17126 24654 -55
28666 17126 -680
3546 28666 -140
6928 3546 -103
23037 6928 -934
28674 23037 -271
26691 28674 -263
13999 26691 -638
21058 13999 -408
11679 21058 -108
20295 11679 -259
21439 20295 -664
27952 21439 -35
15882 27952 -138
25788 15882 -496
11676 25788 -855
7898 11676 -260
12243 7898 -632
2505 12243 -903
10341 2505 -575
2466 10341 -220
961 2466 -879
5794 961 -799
5422 5794 -164
3571 5422 -394
1785 3571 -859
24669 1785 -1000
3733 24669 -347
27784 3733 -907
9979 27784 -523
12322 9979 -970
18348 12322 -721
29122 18348 -202
1702 29122 -626
16541 1702 -459
26741 16541 -614
27910 26741 -360
28561 27910 -98
17473 28561 -267
28205 17473 -367
8192 28205 -243
18851 8192 -484
17873 18851 -792
20565 17873 -15
26733 20565 -655
73 26733 -864
1942 73 -64
12710 1942 -804
8819 12710 -85
29971 8819 -549
11370 29971 -731
9757 11370 -57
6951 9757 -550
468 6951 -80
20713 468 -109
21140 20713 -680
4732 21140 -599
26901 4732 -709
24044 26901 -893
28871 24044 -803
12864 28871 -426
8888 12864 -904
12932 8888 -983
13315 12932 -111
25159 13315 -448
12496 25159 -441
5613 12496 -274
11514 5613 -544
18044 11514 -193
14359 18044 -641
18364 14359 -937
12723 18364 -347
25726 12723 -888
11186 25726 -823
20137 11186 -186
6746 20137 -831
16697 6746 -111
8782 16697 -849
14885 8782 -929
28660 14885 -489
11437 28660 -294
16576 11437 -700
5082 16576 -562
13527 5082 -186
17985 13527 -507
23596 17985 -163
7073 23596 -193
29498 7073 -105
26662 29498 -305
21493 26662 -271
23890 21493 -2
15314 23890 -409
10467 15314 -865
3396 10467 -811
21937 3396 -392
2397 21937 -689
19390 2397 -930
1072 19390 -525
26987 1072 -815
19920 26987 -166
19212 19920 -656
27351 19212 -573
12125 27351 -529
21718 12125 -849
10169 21718 -798
14730 10169 -638
7932 14730 -177
6035 7932 -872
22222 6035 -700
26261 22222 -245
1605 26261 -137
8083 1605 -342
12110 8083 -702
2121 12110 -748
29618 2121 -980
19854 29618 -250
17704 19854 -267
8678 17704 -638
21953 8678 -467
16532 21953 -769
29890 16532 -961
23712 29890 -937
7590 23712 -33
12582 7590 -555
10361 12582 -393
17782 10361 -318
27028 17782 -21
17553 27028 -559
5559 17553 -607
18117 5559 -40
10941 18117 -787
22992 10941 -550
25128 22992 -182
12861 25128 -941
13690 12861 -850
17755 13690 -561
28239 17755 -486
16804 28239 -896
22565 16804 -973
7596 22565 -162
25485 7596 -925
273 25485 -812
17500 273 -289
5953 17500 -139
13267 5953 -718
19377 13267 -47
1960 19377 -737
10245 1960 -801
22607 10245 -517
15513 22607 -18
1286 15513 -131
2056 1286 -951
12550 2056 -678
8308 12550 -19
27118 8308 -160
19032 27118 -899
25712 19032 -385
28075 25712 -566
13266 28075 -246
14165 13266 -705
22436 14165 -567
17526 22436 -296
23943 17526 -991
22341 23943 -730
26378 22341 -946
12040 26378 -795
21038 12040 -726
7700 21038 -283
20537 7700 -591
2362 20537 -255
25887 2362 -645
11670 25887 -221
23142 11670 -802
1094 23142 -845
644 1094 -233
23642 644 -841
23714 23642 -341
2793 23714 -635
503 2793 -520
26736 503 -656
24470 26736 -921
7371 24470 -423
13404 7371 -168
21113 13404 -507
20311 21113 -393
14815 20311 -748
20623 14815 -888
24474 20623 -592
9934 24474 -962
24700 9934 -774
28084 24700 -459
7268 28084 -760
13301 7268 -491
5207 13301 -830
10690 5207 -697
998 10690 -1
23063 998 -797
90 23063 -21
23200 90 -764
23986 23200 -463
5328 23986 -345
27356 5328 -825
29537 27356 -971
21938 29537 -66
22934 21938 -324
27032 22934 -481
13809 27032 -905
152 13809 -750
12223 152 -932
8224 12223 -8
19134 8224 -883
5538 19134 -125
10332 5538 -816
8602 10332 -276
24409 8602 -812
20315 24409 -942
11265 20315 -401
24686 11265 -812
25130 24686 -961
4290 25130 -282
4381 4290 -683
9370 4381 -996
24150 9370 -68
25426 24150 -3
11654 25426 -419
28916 11654 -329
13392 28916 -578
24107 13392 -459
3117 24107 -398
8246 3117 -115
29006 8246 -892
20789 29006 -662
4215 20789 -341
15679 4215 -638
29869 15679 -893
27307 29869 -976
23335 27307 -154
9264 23335 -927
12901 9264 -257
24473 12901 -820
23349 24473 -442
115 23349 -120
5625 115 -80
23938 5625 -250
12495 23938 -353
14728 12495 -842
22217 14728 -150
26728 22217 -406
27924 26728 -823
6859 27924 -893
6985 6859 -523
14339 6985 -881
24152 14339 -157
15493 24152 -593
25276 15493 -337
1093 25276 -58
9293 1093 -213
11778 9293 -474
325 11778 -706
26629 325 -393
15821 26629 -549
10472 15821 -343
26315 10472 -821
11120 26315 -622
10095 11120 -530
15639 10095 -416
12426 15639 -221
29864 12426 -30
21556 29864 -5
25863 21556 -464
13589 25863 -25
23853 13589 -650
25020 23853 -184
21719 25020 -73
20662 21719 -305
18912 20662 -638
25070 18912 -821
10337 25070 -688
24436 10337 -285
3062 24436 -165
9756 3062 -138
313 9756 -821
22888 313 -350
17017 22888 -798
28251 17017 -663
16805 28251 -997
27680 16805 -474
11727 27680 -197
12904 11727 -868
1544 12904 -633
2069 1544 -321
22757 2069 -425
19602 22757 -99
19635 19602 -575
17860 19635 -49
4066 17860 -897
19322 4066 -457
26626 19322 -637
22278 26626 -465
3495 22278 -503
20242 3495 -28
5578 20242 -908
14333 5578 -496
21878 14333 -952
11601 21878 -829
13046 11601 -963
22021 13046 -844
12776 22021 -857
26004 12776 -555
13839 26004 -456
13377 13839 -571
25781 13377 -130
3641 25781 -723
19127 3641 -349
2878 19127 -922
25149 2878 -8
19727 25149 -457
224 19727 -479
5584 224 -79
4620 5584 -340
16894 4620 -965
25241 16894 -326
25417 25241 -831
4337 25417 -605
28113 4337 -567
13991 28113 -219
5254 13991 -318
5917 5254 -990
29465 5917 -490
11618 29465 -165
22760 11618 -539
28305 22760 -464
10701 28305 -352
18533 10701 -451
7530 18533 -744
14369 7530 -551
17724 14369 -873
28244 17724 -576
26656 28244 -459
9763 26656 -507
14713 9763 -331
5868 14713 -88
23203 5868 -214
19189 23203 -93
18112 19189 -9
6424 18112 -989
1606 6424 -351
15630 1606 -910
5202 15630 -308
21390 5202 -80
7760 21390 -231
4864 7760 -519
26735 4864 -218
29830 26735 -64
7948 29830 -812
21468 7948 -548
25375 21468 -754
8145 25375 -293
10143 8145 -462
19517 10143 -982
9879 19517 -891
6747 9879 -554
564 6747 -57
13212 564 -714
24129 13212 -312
8955 24129 -820
21800 8955 -856
17908 21800 -221
26509 17908 -941
28779 26509 -614
6367 28779 -540
25264 6367 -453
22715 25264 -902
9350 22715 -904
7147 9350 -904
26206 7147 -727
20059 26206 -788
22184 20059 -636
13275 22184 -917
12484 13275 -706
24335 12484 -423
768 24335 -447
22689 768 -796
23368 22689 -415
18709 23368 -395
15789 18709 -48
17741 15789 -7
6126 17741 -366
5275 6126 -131
29825 5275 -347
2471 29825 -863
13121 2471 -367
5543 13121 -750
17208 5543 -114
18286 17208 -965
13510 18286 -854
16650 13510 -293
551 16650 -816
29708 551 -775
27884 29708 -780
11572 27884 -480
26090 11572 -237
25365 26090 -416
27907 25365 -518
16647 27907 -763
14146 16647 -994
8682 14146 -647
22120 8682 -814
7321 22120 -213
21732 7321 -947
21093 21732 -835
3656 21093 -628
27000 3656 -755
26528 27000 -838
4055 26528 -189
8923 4055 -587
29245 8923 -391
18627 29245 -165
4292 18627 -794
1524 4292 -899
15065 1524 -450
23898 15065 -541
3555 23898 -154
16505 3555 -523
3846 16505 -283
23967 3846 -542
26774 23967 -213
25691 26774 -211
22076 25691 -813
5430 22076 -311
24505 5430 -391
14199 24505 -531
690 14199 -603
5537 690 -831
28278 5537 -48
4977 28278 -862
17382 4977 -619
28643 17382 -516
20482 28643 -236
21070 20482 -324
17586 21070 -27
24674 17586 -961
21315 24674 -955
20640 21315 -866
24636 20640 -463
8196 24636 -739
25963 8196 -145
20682 25963 -707
1279 20682 -694
18598 1279 -225
9167 18598 -252
17851 9167 -788
15998 17851 -137
2241 15998 -573
25520 2241 -752
12770 25520 -705
25171 12770 -761
10609 25171 -757
17750 10609 -850
14503 17750 -609
28581 14503 -443
23706 28581 -16
4005 23706 -214
25744 4005 -50
8912 25744 -173
17088 8912 -930
17747 17088 -866
5706 17747 -69
4229 5706 -917
16722 4229 -239
8983 16722 -15
26151 8983 -568
29819 26151 -335
26961 29819 -944
1447 26961 -596
22202 1447 -878
29395 22202 -988
9531 29395 -14
27629 9531 -881
1900 27629 -631
4791 1900 -921
24545 4791 -26
25559 24545 -860
12884 25559 -167
12578 12884 -125
11918 12578 -977
23633 11918 -159
12636 23633 -281
15578 12636 -120
22597 15578 -600
28717 22597 -628
20499 28717 -904
15477 20499 -421
10312 15477 -180
22252 10312 -238
27310 22252 -633
4453 27310 -254
13535 4453 -295
10638 13535 -167
10731 10638 -59
9647 10731 -314
9785 9647 -698
19194 9785 -345
8125 19194 -738
22425 8125 -832
12250 22425 -846
21136 12250 -173
28093 21136 -919
23300 28093 -673
24653 23300 -369
2233 24653 -702
6949 2233 -792
1257 6949 -743
9605 1257 -288
5404 9605 -268
6620 5404 -902
17350 6620 -328
22310 17350 -594
26635 22310 -128
1304 26635 -803
5975 1304 -585
17696 5975 -903
3740 17696 -699
9169 3740 -216
26523 9169 -267
12420 26523 -891
10314 12420 -541
25778 10314 -689
2659 25778 -199
6810 2659 -605
26834 6810 -415
23378 26834 -944
2539 23378 -977
12757 2539 -806
21195 12757 -136
28503 21195 -442
12992 28503 -343
7182 12992 -75
14512 7182 -40
11443 14512 -205
29644 11443 -142
7304 29644 -274
20222 7304 -926
20803 20222 -268
18135 20803 -729
3674 18135 -189
1212 3674 -754
1998 1212 -888
12091 1998 -865
25587 12091 -335
26017 25587 -195
28678 26017 -399
5981 28678 -276
10306 5981 -649
22935 10306 -615
4029 22935 -162
8576 4029 -174
19570 8576 -540
14803 19570 -452
5921 14803 -968
19255 5921 -488
2891 19255 -533
20094 2891 -10
14 20094 -869
14624 14 -979
10209 14624 -243
11034 10209 -85
21141 11034 -865
474 21141 -747
24230 474 -729
24233 24230 -483
23226 24233 -984
6764 23226 -460
6188 6764 -810
3600 6188 -658
8774 3600 -557
11957 8774 -502
5151 11957 -823
13658 5151 -72
21713 13658 -285
23716 21713 -369
8897 23716 -721
4928 8897 -984
25811 4928 -614
9123 25811 -135
23625 9123 -280
8788 23625 -632
7839 8788 -85
27306 7839 -845
5508 27306 -896
23502 5508 -851
3342 23502 -640
12672 3342 -424
16054 12672 -135
6797 16054 -752
28535 6797 -9
15656 28535 -207
15570 15656 -297
13848 15570 -672
3982 13848 -141
19375 3982 -52
25474 19375 -358
17005 25474 -192
12907 17005 -768
9117 12907 -202
9592 9117 -592
16797 9592 -323
26527 16797 -730
23893 26527 -583
5172 23893 -278
16940 5172 -836
21956 16940 -750
6772 21956 -143
9436 6772 -272
12963 9436 -367
24134 12963 -871
20069 24134 -469
23066 20069 -690
2469 23066 -870
23450 2469 -897
445 23450 -728
23788 445 -959
15450 23788 -171
3901 15450 -752
12519 3901 -975
4109 12519 -459
20710 4109 -840
7808 20710 -268
7698 7808 -221
13384 7698 -327
26597 13384 -928
21175 26597 -752
3747 21175 -395
20727 3747 -434
24932 20727 -21
2671 24932 -798
21357 2671 -153
27225 21357 -845
14065 27225 -591
23813 14065 -811
4473 23813 -315
18896 4473 -28
12411 18896 -600
25373 12411 -970
9114 25373 -4
22919 9114 -652
3069 22919 -1000
19188 3069 -706
26776 19188 -707
11135 26776 -463
1765 11135 -384
16312 1765 -470
22449 16312 -176
10272 22449 -641
5966 10272 -626
16285 5966 -233
322 16285 -630
10649 322 -240
13233 10649 -180
22196 13233 -814
19190 22196 -558
14228 19190 -462
9878 14228 -671
22325 9878 -289
518 22325 -200
9125 518 -655
28207 9125 -227
24432 28207 -113
12609 24432 -73
6196 12609 -329
469 6196 -455
15784 469 -400
23380 15784 -170
3971 23380 -535
25334 3971 -314
28787 25334 -824
9226 28787 -743
2207 9226 -60
7375 2207 -858
5516 7375 -71
20103 5516 -107
14164 20103 -872
7192 14164 -168
22774 7192 -940
1287 22774 -357
15243 1287 -85
2072 15243 -449
17916 2072 -657
2281 17916 -540
24312 2281 -135
3308 24312 -307
7183 3308 -847
8117 7183 -265
28154 8117 -973
24406 28154 -500
19366 24406 -529
18817 19366 -553
10235 18817 -867
1836 10235 -466
27571 1836 -480
5211 27571 -696
1324 5211 -411
22104 1324 -923
16827 22104 -746
10309 16827 -445
7587 10309 -184
24935 7587 -867
25446 24935 -530
17770 25446 -896
5393 17770 -1
6274 5393 -935
2805 6274 -262
17807 2805 -749
6166 17807 -413
26643 6166 -845
14595 26643 -244
22633 14595 -342
1174 22633 -580
3430 1174 -192
27802 3430 -946
22424 27802 -682
2860 22424 -256
27001 2860 -925
23846 27001 -528
6355 23846 -831
27832 6355 -670
21516 27832 -567
11912 21516 -590
15869 11912 -369
28902 15869 -679
15443 28902 -635
18292 15443 -166
18553 18292 -504
15484 18553 -765
3620 15484 -323
277 3620 -744
12584 277 -28
12461 12584 -350
11637 12461 -315
23696 11637 -32
15987 23696 -672
2339 15987 -819
10447 2339 -774
18095 10447 -992
8523 18095 -144
23427 8523 -734
22987 23427 -206
8159 22987 -509
20209 8159 -483
16125 20209 -181
22491 16125 -191
13670 22491 -435
29088 13670 -391
20140 29088 -938
21954 20140 -905
4309 21954 -48
29457 4309 -719
16489 29457 -895
2375 16489 -39
12529 2375 -242
21573 12529 -149
23505 21573 -82
29107 23505 -188
4921 29107 -464
25622 4921 -649
27038 25622 -596
14449 27038 -998
12634 14449 -402
22134 12634 -701
23888 22134 -26
896 23888 -578
10530 896 -768
6785 10530 -791
5412 6785 -929
13409 5412 -934
20219 13409 -851
23742 20219 -324
13787 23742 -706
3611 13787 -981
19026 3611 -663
27243 19026 -805
2601 27243 -321
7291 2601 -797
19986 7291 -340
2087 19986 -595
18674 2087 -670
5789 18674 -289
8353 5789 -399
12336 8353 -674
3929 12336 -368
14710 3929 -638
23371 14710 -899
29087 23371 -759
4504 29087 -829
2670 4504 -590
16765 2670 -703
21181 16765 -98
2769 21181 -491
20179 2769 -78
19939 20179 -608
22670 19939 -307
22342 22670 -732
25132 22342 -816
7306 25132 -675
18842 7306 -716
13621 18842 -820
22244 13621 -297
10003 22244 -777
13767 10003 -218
17155 13767 -658
23144 17155 -64
22712 23144 -898
29738 22712 -611
6215 29738 -432
21647 6215 -684
12903 21647 -757
26085 12903 -583
7454 26085 -164
26997 7454 -283
20915 26997 -997
23839 20915 -343
6825 23839 -347
25784 6825 -402
20768 25784 -323
19439 20768 -423
14770 19439 -520
25976 14770 -633
10593 25976 -404
3705 10593 -955
6353 3705 -568
21890 6353 -242
14766 21890 -434
5920 14766 -579
29488 5920 -604
10007 29488 -517
20752 10007 -258
24550 20752 -351
29913 24550 -283
8366 29913 -757
5162 8366 -657
11736 5162 -345
15062 11736 -70
3996 15062 -217
24879 3996 -134
23137 24879 -414
8203 23137 -554
17853 8203 -539
20568 17853 -894
5075 20568 -2
7828 5075 -819
1774 7828 -497
10019 1774 -826
9241 10019 -654
27075 9241 -694
2149 27075 -853
13751 2149 -922
4326 13751 -956
21641 4326 -819
17564 21641 -348
20527 17564 -886
14962 20527 -605
4724 14962 -20
2640 4724 -954
29734 2640 -760
21056 29734 -311
3338 21056 -305
25005 3338 -409
18434 25005 -444
11285 18434 -345
310 11285 -184
28429 310 -764
9638 28429 -187
13051 9638 -818
29206 13051 -413
23062 29206 -902
11486 23062 -555
27116 11486 -933
4710 27116 -334
12129 4710 -601
7732 12129 -608
12745 7732 -93
8262 12745 -492
4877 8262 -705
7172 4877 -367
13023 7172 -976
20201 13023 -273
5649 20201 -597
18852 5649 -518
16968 18852 -302
2066 16968 -237
27595 2066 -401
25071 27595 -733
20115 25071 -407
24784 20115 -879
24749 24784 -461
15596 24749 -419
16425 15596 -423
19580 16425 -116
18020 19580 -84
931 18020 -497
2173 931 -321
24361 2173 -993
3575 24361 -548
3480 3575 -248
17550 3480 -876
18052 17550 -80
8321 18052 -984
3081 8321 -146
11677 3081 -632
13572 11677 -653
6089 13572 -128
745 6089 -401
25962 745 -920
22961 25962 -191
25714 22961 -852
26696 25714 -594
3269 26696 -189
1638 3269 -862
14069 1638 -492
29786 14069 -280
20363 29786 -694
8674 20363 -279
18324 8674 -855
24849 18324 -25
7554 24849 -162
13753 7554 -480
3245 13753 -565
22016 3245 -818
18843 22016 -194
17892 18843 -76
6020 17892 -837
2144 6020 -642
8174 2144 -647
24733 8174 -719
10647 24733 -894
22671 10647 -831
21270 22671 -816
7810 21270 -151
20354 7810 -32
25010 20354 -82
26423 25010 -720
10044 26423 -303
6934 10044 -695
12440 6934 -891
14004 12440 -441
11813 14004 -683
25051 11813 -282
15304 25051 -517
12143 15304 -612
25783 12143 -467
26658 25783 -712
3925 26658 -257
24359 3925 -28
21444 24359 -136
16571 21444 -710
5597 16571 -339
25910 5597 -949
9273 25910 -232
24318 9273 -616
23441 24318 -13
22298 23441 -728
753 22298 -379
28296 753 -598
9539 28296 -133
14797 9539 -364
25839 14797 -673
1627 25839 -603
20963 1627 -807
19236 20963 -829
22154 19236 -930
24214 22154 -708
17128 24214 -107
13335 17128 -76
8315 13335 -75
2711 8315 -661
25648 2711 -341
11661 25648 -210
2439 11661 -889
28519 2439 -811
11755 28519 -871
19847 11755 -77
6105 19847 -241
4111 6105 -218
10597 4111 -912
19552 10597 -22
20213 19552 -458
5431 20213 -597
21819 5431 -281
4818 21819 -289
12613 4818 -615
332 12613 -448
4000 332 -476
5255 4000 -258
7638 5255 -439
11936 7638 -462
3927 11936 -956
10221 3927 -560
4838 10221 -776
1721 4838 -257
28540 1721 -698
12701 28540 -699
7548 12701 -408
11914 7548 -149
29670 11914 -157
4917 29670 -861
6645 4917 -138
8992 6645 -403
1894 8992 -128
16590 1894 -371
5312 16590 -185
14960 5312 -816
12733 14960 -657
6567 12733 -857
6782 6567 -335
5690 6782 -754
19615 5690 -821
21498 19615 -527
25387 21498 -43
29055 25387 -622
23818 29055 -957
20691 23818 -909
7401 20691 -180
16473 7401 -747
2599 16473 -24
14113 2599 -839
28463 14113 -592
22121 28463 -692
15502 22121 -894
13699 15502 -226
19594 13699 -252
20887 19594 -529
18161 20887 -904
27275 18161 -35
25819 27275 -498
9529 25819 -355
18131 9529 -505
13433 18131 -675
14921 13433 -660
12736 14921 -618
17574 12736 -42
8052 17574 -659
22025 8052 -635
2007 22025 -447
26984 2007 -905
9835 26984 -735
12587 9835 -46
16147 12587 -848
27198 16147 -441
25880 27198 -444
18211 25880 -451
25039 18211 -751
20375 25039 -198
9719 20375 -817
305 9719 -784
16826 305 -218
25757 16826 -887
19014 25757 -656
947 19014 -400
8012 947 -258
18349 8012 -691
15182 18349 -402
7155 15182 -396
19120 7155 -339
23195 19120 -703
4744 23195 -340
18312 4744 -567
28639 18312 -798
13958 28639 -613
18187 13958 -396
14420 18187 -952
21340 14420 -248
14124 21340 -221
22118 14124 -938
24098 22118 -758
17406 24098 -184
8232 17406 -377
15667 8232 -935
26534 15667 -438
5083 26534 -580
12203 5083 -874
14390 12203 -807
22797 14390 -628
29105 22797 -890
4180 29105 -404
21656 4180 -462
8056 21656 -659
11550 8056 -582
4465 11550 -643
8724 4465 -716
20459 8724 -573
19577 20459 -454
463 19577 -891
16864 463 -569
22782 16864 -810
29292 22782 -623
25256 29292 -489
4701 25256 -175
28123 4701 -440
1884 28123 -814
13300 1884 -979
10413 13300 -810
22193 10413 -631
286 22193 -94
1994 286 -216
24370 1994 -129
27666 24370 -763
27568 27666 -213
525 27568 -864
11760 525 -962
22045 11760 -414
25143 22045 -46
23133 25143 -338
1961 23133 -8
6428 1961 -508
27495 6428 -341
1198 27495 -936
6683 1198 -36
10983 6683 -269
9447 10983 -877
18520 9447 -515
268 18520 -924
11519 268 -815
510 11519 -817
15898 510 -534
1342 15898 -414
10816 1342 -700
20262 10816 -941
14672 20262 -68
645 14672 -227
16492 645 -397
26918 16492 -443
18892 26918 -130
329 18892 -749
11003 329 -81
27025 11003 -668
23697 27025 -923
27426 23697 -816
13038 27426 -81
7815 13038 -885
19782 7815 -654
12455 19782 -224
29038 12455 -952
343 29038 -430
11623 343 -696
11518 11623 -30
6893 11518 -948
27697 6893 -577
22105 27697 -416
20672 22105 -169
26018 20672 -221
8848 26018 -928
27398 8848 -375
24296 27398 -239
11544 24296 -752
10125 11544 -516
16524 10125 -389
17488 16524 -138
10937 17488 -42
25239 10937 -29
18909 25239 -130
8466 18909 -777
3016 8466 -870
8631 3016 -820
1261 8631 -554
27376 1261 -948
5461 27376 -62
20425 5461 -802
10623 20425 -422
28443 10623 -637
24699 28443 -530
5099 24699 -184
725 5099 -763
16001 725 -175
24814 16001 -562
7809 24814 -628
28584 7809 -924
20388 28584 -449
4242 20388 -491
18217 4242 -7
17934 18217 -270
29148 17934 -544
10267 29148 -427
5979 10267 -575
21166 5979 -975
3361 21166 -749
14287 3361 -462
25537 14287 -885
8944 25537 -23
9017 8944 -148
22970 9017 -189
23883 22970 -14
9858 23883 -706
29962 9858 -464
13210 29962 -50
306 13210 -91
25833 306 -539
9891 25833 -423
20734 9891 -637
6958 20734 -649
22029 6958 -138
2140 22029 -594
26684 2140 -915
21301 26684 -798
21663 21301 -543
27011 21663 -946
23011 27011 -132
13868 23011 -160
29364 13868 -182
1195 29364 -202
19088 1195 -674
15697 19088 -669
19766 15697 -881
25668 19766 -742
29463 25668 -569
27891 29463 -210
9945 27891 -180
3685 9945 -367
8629 3685 -714
12542 8629 -197
5671 12542 -500
12404 5671 -828
11928 12404 -29
7631 11928 -506
29934 7631 -245
5624 29934 -289
7179 5624 -514
10112 7179 -263
13890 10112 -102
23752 13890 -399
12760 23752 -175
13669 12760 -374
12015 13669 -141
15261 12015 -815
17362 15261 -503
20040 17362 -814
16874 20040 -771
22047 16874 -943
26156 22047 -855
11956 26156 -25
16045 11956 -206
20481 16045 -352
29285 20481 -649
10367 29285 -540
17686 10367 -897
5483 17686 -861
9641 5483 -237
1047 9641 -777
13577 1047 -269
29271 13577 -901
18387 29271 -963
27587 18387 -588
28900 27587 -612
23739 28900 -307
24917 23739 -290
23942 24917 -432
11543 23942 -73
26872 11543 -75
6451 26872 -294
7727 6451 -975
16967 7727 -290
16015 16967 -844
12230 16015 -651
21636 12230 -396
25557 21636 -385
27670 25557 -483
23044 27670 -708
12443 23044 -954
25586 12443 -22
29043 25586 -478
18749 29043 -691
18581 18749 -777
3520 18581 -381
26995 3520 -252
5147 26995 -863
3889 5147 -996
13071 3889 -999
22208 13071 -205
11444 22208 -24
11960 11444 -4
22893 11960 -98
18019 22893 -445
21278 18019 -890
29029 21278 -898
24164 29029 -951
21220 24164 -921
8808 21220 -235
3529 8808 -967
14204 3529 -400
4228 14204 -6
12993 4228 -413
8696 12993 -109
18744 8696 -647
19381 18744 -164
23658 19381 -578
25871 23658 -986
12896 25871 -701
19898 12896 -911
12073 19898 -171
2432 12073 -408
26565 2432 -136
17293 26565 -911
5908 17293 -512
23613 5908 -518
15945 23613 -506
10371 15945 -917
5955 10371 -613
26289 5955 -349
5260 26289 -361
11737 5260 -589
7224 11737 -594
21984 7224 -403
25666 21984 -243
18235 25666 -530
28632 18235 -95
27203 28632 -367
8866 27203 -606
1275 8866 -981
24530 1275 -737
27230 24530 -609
5156 27230 -313
18724 5156 -395
8451 18724 -48
7058 8451 -639
2171 7058 -213
25631 2171 -50
11648 25631 -308
27142 11648 -432
11454 27142 -33
4685 11454 -538
27204 4685 -220
6907 27204 -234
25447 6907 -449
27324 25447 -43
833 27324 -421
22608 833 -370
19229 22608 -957
4086 19229 -419
23778 4086 -187
7644 23778 -775
20868 7644 -889
6066 20868 -37
3771 6066 -986
1843 3771 -501
7799 1843 -552
10519 7799 -969
1701 10519 -866
26745 1701 -403
142 26745 -392
25294 142 -543
16950 25294 -972
6576 16950 -404
7602 6576 -548
12241 7602 -377
14574 12241 -63
22263 14574 -247
3142 22263 -60
4762 3142 -91
8775 4762 -729
14970 8775 -270
3545 14970 -278
25738 3545 -92
20726 25738 -638
17646 20726 -190
11047 17646 -793
16772 11047 -650
21424 16772 -899
15633 21424 -539
22862 15633 -526
29612 22862 -727
9612 29612 -329
17881 9612 -690
16092 17881 -286
20827 16092 -14
3873 20827 -9
19827 3873 -916
19885 19827 -129
737 19885 -708
15064 737 -714
21767 15064 -350
13982 21767 -156
22632 13982 -872
1456 22632 -187
2931 1456 -418
27138 2931 -953
23115 27138 -449
19792 23115 -545
29319 19792 -11
28684 29319 -989
15681 28684 -929
26846 15681 -104
3874 26846 -659
24160 3874 -138
13055 24160 -198
13264 13055 -899
5938 13264 -670
4152 5938 -265
13276 4152 -483
22836 13276 -962
25433 22836 -715
6536 25433 -421
4833 6536 -633
26091 4833 -470
4162 26091 -606
11131 4162 -520
9853 11131 -263
9566 9853 -542
8740 9566 -279
5599 8740 -351
11963 5599 -51
1086 11963 -72
24763 1086 -416
17110 24763 -781
7149 17110 -975
528 7149 -935
3698 528 -729
2562 3698 -257
18840 2562 -698
1384 18840 -271
9832 1384 -412
25158 9832 -598
21453 25158 -876
20616 21453 -466
17288 20616 -705
26337 17288 -735
10991 26337 -71
12976 10991 -624
5731 12976 -464
11796 5731 -991
26398 11796 -806
7820 26398 -1
20148 7820 -904
28952 20148 -659
15712 28952 -520
6778 15712 -963
3446 6778 -970
9716 3446 -519
20877 9716 -737
5824 20877 -75
1067 5824 -237
4313 1067 -545
3601 4313 -589
20889 3601 -827
209 20889 -513
25188 209 -872
12802 25188 -300
7775 12802 -144
1618 7775 -274
23377 1618 -602
22857 23377 -573
23959 22857 -705
24520 23959 -403
3210 24520 -217
20514 3210 -755
7339 20514 -455
14644 7339 -366
4997 14644 -68
22323 4997 -288
12716 22323 -736
19889 12716 -605
25630 19889 -61
4327 25630 -324
11852 4327 -642
13214 11852 -131
9782 13214 -206
29721 9782 -132
