25000 200000
23349 1418 0
23543 10339 426
6655 13444 638
21852 21580 18
12221 3104 57
1734 14494 980
10318 5868 398
7980 4199 573
8671 15036 930
10768 7257 451
15255 24800 408
6285 12875 64
10882 19572 590
10189 2627 337
5195 9257 726
19970 16461 854
18828 24878 392
22313 6629 621
24188 10996 107
12213 12084 996
5390 3306 731
6659 3917 569
12845 19913 264
1034 3800 738
10694 22645 681
6882 12906 633
20988 5423 994
16287 24846 821
4674 13 831
11002 8170 902
1089 7166 647
11854 5475 573
11984 15330 980
9394 20332 707
5586 95 393
13494 16776 204
17196 2246 616
14873 2533 86
14792 762 35
24607 12462 795
10320 3419 426
24029 9209 271
210 20583 703
22622 14362 2
11395 9600 268
6834 23763 554
7078 19474 760
21825 22639 998
6817 11482 90
20602 18105 290
7199 13315 393
23852 5189 46
24650 13093 165
10888 23783 263
15204 4538 990
8781 19762 483
6581 10348 337
24856 14136 607
3235 22589 610
4925 6536 750
16649 6975 867
12591 9148 186
16218 4023 360
10854 17640 842
24025 8386 852
11858 8562 223
7540 9639 -9
24987 12703 480
4861 5787 593
1196 17163 510
8438 13173 721
3559 6425 274
23281 5017 278
24313 10624 700
12913 8463 898
12822 7235 706
3091 13952 801
8410 19355 310
8187 712 57
24511 15687 709
19221 23637 241
22433 19901 839
22164 23262 636
2529 23739 214
3201 10682 690
2570 19944 475
949 12227 975
14471 4731 151
23546 5260 382
11623 3470 154
15963 18128 931
21322 2338 386
8613 5188 290
4219 15372 871
9282 23968 564
2156 21134 829
24419 10237 178
6229 11287 271
7815 10616 568
11767 8015 802
6878 16151 479
9939 23993 328
15450 21468 312
263 22734 480
8342 4236 123
15852 4164 727
3890 11054 710
13784 15659 403
13356 1021 765
9063 1054 532
21682 12220 382
6437 6516 574
3289 14593 36
4552 23642 465
21891 6364 632
1617 14290 403
17678 17167 269
14002 4487 330
24119 24509 874
3954 24330 623
15115 24424 433
10377 1055 335
17130 24006 899
12834 16012 995
787 14969 833
10870 9152 82
1497 5269 622
20097 19391 908
16307 20498 518
9750 24923 56
19977 2327 989
15245 11314 679
6150 20925 295
15947 15708 982
13745 20971 653
13960 19629 230
17233 15643 21
5145 12195 153
4138 7181 797
6074 22119 229
22978 20333 26
20652 16737 918
9263 744 989
165 12732 518
10700 9205 188
17768 23033 778
5080 14483 302
8615 7682 185
10930 15922 87
22667 8223 967
2549 16311 953
7999 165 552
10112 8393 148
3075 16507 172
24061 4626 181
23145 15874 451
13276 5603 44
24374 19983 322
5377 6210 117
17866 17350 228
5913 5057 453
15083 6944 58
8700 15287 273
8267 2591 429
15192 6317 785
20539 10445 602
9724 16975 622
1990 17364 836
17326 22696 729
19203 24740 366
950 17917 970
20196 7490 507
5174 12479 431
12203 21961 878
14470 15320 228
20943 24311 643
4599 4460 336
8224 3999 764
7587 69 828
5251 19762 488
20660 18532 936
7640 14067 611
6916 3912 615
16723 11284 754
19701 11198 457
3407 18379 714
21824 19317 298
12502 16760 306
4304 16229 155
8058 5151 511
14786 22638 909
17039 18611 147
437 11902 845
19352 23378 5
16093 1424 17
20320 22802 769
13055 1707 801
11543 7650 218
1972 7229 912
23029 12883 713
4253 1484 761
8519 11172 508
21390 22130 486
3769 5644 743
21752 5769 482
22959 3520 692
4773 7904 755
22611 14942 686
16357 17053 607
22636 7434 611
10016 20995 758
22768 19947 793
17174 16446 627
18105 20243 83
1765 17872 569
18841 9842 446
523 11857 776
10365 5657 745
17656 4386 180
12985 23417 748
21884 20358 -5
5324 13083 78
17136 20364 549
6059 9349 197
24705 15140 983
1828 13438 89
11485 328 639
9479 6059 971
1258 20958 988
1418 24137 603
23157 5127 830
12987 10627 490
2492 4099 111
6507 8386 467
20105 12612 958
12122 17828 460
24136 15067 656
17027 16818 866
23064 3617 11
12142 16662 426
12009 10178 295
10802 1406 67
8499 24316 943
19254 8828 464
13177 2460 720
11868 10317 116
23216 9831 994
8556 9911 646
18352 21849 293
17493 11433 308
16461 6940 936
10175 17183 512
21873 9081 694
7526 5843 464
13088 5326 0
8789 20622 778
24698 9143 749
2447 4478 536
9590 1016 794
24411 4977 862
8592 16505 827
4542 6959 292
977 2082 955
23760 14934 931
11276 18785 956
15843 5565 235
17390 18738 29
4320 22113 20
14961 11287 42
22876 6088 842
15006 10467 356
22381 16006 149
24155 7671 499
4643 20202 218
23665 408 191
9069 3595 138
1135 24655 479
23467 23019 618
20645 22029 674
15213 23797 72
5993 11521 280
1509 18628 752
19843 2188 287
5197 24605 838
4140 24041 927
650 24297 298
21110 2905 508
15457 18383 965
22528 2 968
14255 11015 14
213 8821 772
24974 14575 916
14692 19913 731
14237 12707 977
9288 12691 979
18280 22240 636
14923 5730 909
8700 19786 11
24993 4803 221
1717 8427 247
1627 5444 321
13264 98 265
16056 20393 463
20643 15576 -9
3792 22833 630
24110 5832 474
8949 314 968
23490 6220 96
21529 23614 311
10202 14992 857
2178 579 931
21877 24792 151
6880 22090 668
17102 7879 881
19656 21881 194
18625 18166 872
15974 9641 762
17297 22981 316
10314 18538 621
1398 11711 722
24267 23343 407
21832 14181 133
5604 15874 944
6185 22722 574
11822 8086 720
5758 822 866
14481 22048 216
18552 20335 742
24392 9764 355
9587 21957 50
23603 21054 363
3324 22293 883
24146 19097 631
13603 15120 190
8687 8549 681
21801 13403 105
6968 24394 177
2703 15593 296
5121 12511 925
15778 24916 8
1799 23232 503
1921 10611 405
16752 3629 927
6210 14717 49
13771 5617 498
11600 18288 744
24253 14238 776
12581 8349 994
24865 14348 113
19206 4063 7
840 21827 372
11999 4454 428
17128 22438 693
3031 9024 172
19144 4678 58
2980 18374 457
14159 24603 730
22183 18932 817
5775 18811 998
314 20861 551
5630 592 864
7585 19560 154
22753 3073 68
17842 24236 47
18644 16302 269
18579 10099 426
2911 4081 661
5590 5705 555
13436 13832 438
23336 10861 664
21054 7517 690
1645 24250 115
2347 19882 926
8584 1921 35
23715 19852 -2
13302 2681 427
17113 20917 458
701 6422 875
13061 4671 661
3034 16568 136
16357 20630 679
14103 24396 925
14236 19415 462
15380 17301 739
9190 24352 999
24791 22753 789
5275 14429 714
6853 17963 974
24938 18771 209
2189 16792 51
4034 10825 255
8794 8895 235
24154 23357 645
1122 8176 306
16587 2161 729
2399 1523 712
15847 19399 451
6791 8749 793
15142 7475 97
11010 10859 10
11591 23842 929
11998 18300 321
4177 15985 737
12376 22752 608
22362 19565 216
17308 13490 287
19511 9786 46
21861 13200 115
5337 6251 725
19003 20872 133
17647 6046 924
17396 14241 999
17897 3449 717
3905 19181 869
21457 1914 66
17850 4516 367
22648 15202 553
5001 1099 860
8957 7555 919
7011 17801 440
3187 21727 614
1464 16622 411
8339 23893 620
1591 6037 801
960 3005 772
12326 13092 600
18273 18155 264
31 6973 574
2306 12739 245
11169 21480 258
2070 18675 46
1547 149 666
23620 22292 638
22752 10787 140
20706 22790 419
20894 11833 631
72 7493 202
16587 9145 134
13099 18738 360
2947 7477 816
14998 3601 753
22592 22370 576
21273 23620 925
16544 22872 594
5482 5831 751
13851 2793 163
20053 10149 800
5765 5619 671
16037 10141 263
21169 20796 769
16023 9916 375
22546 18498 946
18025 12731 587
15348 17831 884
4638 4250 843
226 13362 5
4697 9404 600
1415 1505 908
24589 8426 684
18926 23936 552
14059 11198 114
20452 8806 659
8497 24618 154
24948 4362 615
7628 22493 376
24565 24201 338
9941 13085 340
17334 22409 985
21207 12024 160
16406 14573 881
15923 9321 453
8076 10267 907
22705 7670 312
14194 21752 695
3864 23540 997
12206 19614 717
8611 260 844
24147 20415 704
12334 7360 233
4034 609 322
17915 7101 726
19672 24140 234
23910 14307 938
21881 18559 169
10011 8342 555
9803 4596 461
16913 18513 260
6552 22809 122
3564 16252 804
5478 5683 14
13398 7467 39
7168 8655 976
6787 12963 637
2177 20251 982
19542 22526 589
13573 22316 274
19000 3916 408
1553 223 409
20595 11227 118
20618 19345 125
22728 11806 482
4978 20824 838
24366 23440 475
6210 7418 81
3778 1814 531
21520 8862 531
24087 21625 907
15901 7562 692
4702 6594 813
22953 9849 525
14191 15651 500
21445 5095 342
22344 23474 5
15573 5446 620
12593 1918 138
24364 5767 870
3592 320 407
5286 12374 376
19059 2241 121
4185 11174 413
17990 19402 25
18385 23738 320
11039 23428 5
7476 22963 149
41 21602 796
21164 14911 668
18046 13931 32
16937 2649 560
19037 8947 683
14256 936 97
10855 4401 750
20712 9130 621
3214 17331 782
1067 12885 843
6536 17493 980
21112 12678 350
18025 11719 836
23943 24039 384
4118 23952 208
13579 20101 73
17306 12628 200
4654 12459 110
12174 19674 367
17444 17771 801
17910 9602 927
21664 7627 358
19389 10280 510
22050 13939 871
853 1727 308
20866 9268 463
19005 10480 327
13755 18951 510
20567 17094 584
18623 21381 357
6749 22647 143
1974 19696 553
12903 17953 540
1310 124 303
1287 13767 957
18023 23512 367
10163 15028 471
13084 12749 335
21832 13 152
18748 12667 843
19785 20830 761
23693 13919 986
2444 10378 974
13743 10682 144
16582 254 830
4456 7581 705
8278 20861 158
18670 21850 763
12908 14481 896
18352 21520 854
9270 1198 14
402 23328 453
5920 13429 430
8614 3558 774
16813 4459 377
3719 15758 345
12775 631 176
1970 247 344
21172 19509 832
15168 12278 615
13661 23419 651
13812 21762 523
10121 24483 412
7648 7875 831
22532 7784 826
7336 6538 992
17650 6301 737
21860 9655 665
14348 14136 944
22648 3343 197
12702 8162 351
2150 11010 429
16240 14127 503
5566 22380 819
203 19342 529
3756 13296 521
13913 12855 261
17608 10915 100
14703 13337 780
3857 997 121
13189 4355 751
14967 9051 883
25 20614 944
22605 758 991
17921 22185 870
5455 22984 746
18224 691 665
20356 5877 152
1624 23652 445
2715 20296 250
21649 2659 999
15137 9247 575
21170 21591 826
17075 14514 491
8301 20838 275
2923 5749 845
14413 16800 75
8386 9885 652
22689 14890 232
9687 2191 559
7907 4594 43
20735 24316 154
16612 22544 33
11816 11800 266
6224 3050 514
4287 16702 585
8217 17472 126
16588 22326 313
1490 16038 117
9318 8113 504
22051 18491 956
15713 12227 553
22849 4014 359
20238 8665 786
630 8845 737
18693 17965 85
15660 14305 11
19448 21315 32
23060 13573 814
858 18677 581
14789 3501 451
19551 2502 249
11959 3432 928
727 23987 69
14042 19591 991
13279 14761 362
20250 14283 601
14317 8926 970
22651 5011 180
553 456 858
14227 20823 183
15817 23051 814
19151 18106 839
12438 17288 72
22124 5951 935
12303 23458 851
3591 9784 654
19254 19443 561
20261 3291 342
21610 6266 559
743 10468 96
3767 9549 550
1954 13276 415
5852 24237 646
9147 18483 585
12976 19557 944
12685 19527 854
16000 1025 163
16424 14107 160
6399 3287 329
21446 8786 269
23242 14915 865
10469 17706 742
3242 1955 983
24812 17462 501
617 553 13
5414 24215 664
18706 8240 59
17061 20113 928
8465 403 247
15567 17770 491
894 5436 773
8791 9456 768
15239 16898 60
14008 17763 670
7753 9286 139
6111 24463 574
131 16859 34
12903 18147 986
13449 3400 638
24262 23938 0
24983 9915 198
7605 14088 30
1956 3653 503
17357 10684 270
14329 6878 648
9346 11023 167
4098 8069 301
8063 14983 558
19192 14346 864
20347 18120 856
6165 19613 488
17031 22040 908
12032 18576 486
5096 9130 507
17561 20229 700
23250 17109 365
4114 1936 717
17462 17242 607
15183 13038 542
2024 1273 678
12908 22356 477
13336 20014 122
1429 5497 362
21779 5559 687
16229 3067 252
13748 6888 321
20443 21660 588
20480 6522 407
23590 4841 183
6726 7324 319
7699 9924 89
12156 10387 271
20547 13530 624
5904 9143 636
20375 20372 677
9590 13486 -6
2656 21206 786
3459 537 35
11045 18471 855
4179 2774 971
7037 10403 80
7594 12881 245
14388 9993 618
6433 12053 398
14332 16915 402
8436 12395 629
23450 21477 319
21317 23378 677
24990 17915 302
12683 12078 169
20311 23135 639
5715 10155 37
9733 8620 985
24793 10907 105
23822 19606 761
21685 18807 911
5013 4940 164
15540 2502 155
23718 4958 803
2830 18293 657
7155 18204 390
1064 3076 916
17058 1811 373
4185 15662 422
7916 6674 133
4568 6206 501
9517 8087 565
6864 10824 799
13169 13090 943
23356 22291 898
2903 18170 844
20936 8320 689
20370 4240 432
19069 13935 527
20472 18257 651
19975 14723 242
19068 20625 901
866 21916 271
12513 17313 761
12102 24423 718
3249 18151 69
10667 22486 19
6341 20160 287
4229 651 -10
16213 21856 710
20929 13031 488
5341 9107 384
22290 19465 24
4040 17618 238
23220 12513 398
24578 8371 486
1245 5105 660
16204 23612 890
6487 15120 482
24736 8219 333
3713 24456 581
22046 22581 194
15089 7159 357
9801 5316 500
727 9431 566
12124 15391 492
7201 16179 15
19578 20274 273
18453 20406 592
23814 23626 716
17493 6312 823
20111 5183 226
24023 4732 49
271 22164 768
21837 17401 763
9982 19508 770
8066 23880 318
512 22618 227
5344 2420 568
17375 21302 107
18282 18804 880
4949 15054 104
16931 1144 951
11527 5731 196
7273 4218 581
7317 19228 880
16232 14991 458
3722 22980 342
2291 22544 31
15736 18396 474
19924 17936 936
11060 12913 417
12281 12712 897
11476 6599 329
14707 17111 187
5831 23325 686
20189 12156 63
737 16050 44
6669 13298 -5
12315 3374 688
6788 4518 716
3851 12140 402
22903 23935 458
2784 14603 957
18116 24716 139
10190 19548 809
17370 14371 224
4369 1758 390
3807 5646 979
9073 13317 583
13267 18701 237
22072 13996 397
14142 21757 684
28 23851 634
6052 12315 474
20165 10318 755
4652 10309 239
22248 3014 582
6835 16832 500
14652 371 278
15551 15045 314
9034 2739 105
16359 6552 -5
13092 17126 378
1242 5925 416
23848 12176 126
3884 6135 589
21726 20325 959
15760 2650 763
9388 19393 818
20377 24225 877
5443 23472 116
24141 8248 70
24526 5459 265
20657 6465 97
19157 9179 340
7616 6122 361
6112 12465 820
23392 7168 119
24658 12635 409
2595 24233 71
12987 5224 591
10381 4744 363
16439 4277 166
1418 2500 439
23028 12756 876
7469 12306 134
21830 14053 886
23994 20979 601
18182 10690 674
24717 23411 701
10963 11288 758
19162 21933 510
10171 17864 527
16993 23089 143
6386 8247 135
20033 22528 553
24984 23843 123
5605 20578 82
23126 19589 308
20328 2035 359
14823 14675 277
14540 20005 479
8808 6034 651
22067 9214 969
1303 1849 373
11980 5337 20
21785 11982 798
21261 6281 957
24653 4242 425
11270 14525 396
2204 2815 192
8254 9839 285
11393 3920 719
18058 11217 742
9106 16303 875
12998 6608 203
5816 7282 203
24157 8975 929
24965 19733 800
12840 24350 286
13268 14771 640
24102 14992 645
22620 24719 815
23224 12268 164
12086 23325 897
6281 7085 880
14739 12007 -4
21623 21614 740
2008 5786 412
15254 10377 826
6985 8023 606
5466 23992 56
18640 23325 457
9671 22144 173
21137 17619 391
9641 11280 334
4494 14671 277
18953 3137 957
16377 13352 487
11025 10515 280
18352 11067 937
17589 952 476
22470 13374 157
938 16220 952
15591 8560 504
24859 15159 764
7511 20645 245
17396 9542 842
11503 1178 497
17939 2798 567
23631 11624 542
11215 6280 481
870 20631 420
4788 2623 357
19202 15315 29
17692 5059 732
24706 11411 134
17952 19129 737
20568 21672 439
1698 17921 281
7537 18701 481
6806 540 860
23138 23659 220
6079 1070 562
2317 21842 328
4151 9516 509
4986 13612 883
16665 20491 318
11800 12574 472
3007 14294 831
12988 16383 68
15473 5843 903
13528 14035 24
18239 23133 -2
13174 12893 139
11394 12030 927
20191 9562 135
22151 6771 801
16931 15076 988
55 121 478
16001 24603 485
24648 23308 937
23912 17049 994
10864 18458 927
15544 1798 901
20692 14039 313
17197 21152 81
7685 6545 109
24497 485 517
13312 8424 408
16400 13017 363
4433 1681 69
16414 15614 340
9222 11938 211
219 6104 209
14981 13374 -8
339 22413 10
6360 22202 586
16504 22439 346
24908 23645 441
4406 12153 877
4395 5556 813
9173 14701 287
1164 8312 328
14926 13721 926
1785 9135 702
2942 10541 305
19253 12734 664
4258 17224 116
650 19818 199
1089 10619 -7
23881 23926 325
989 459 -4
18324 5377 77
3521 1554 361
14041 14466 973
7057 18119 902
22807 23881 760
17667 16329 446
17116 5953 110
10704 12724 748
17157 201 303
6817 19710 187
23727 17106 95
3632 22465 452
10253 18416 19
15587 1223 291
1275 23708 918
9813 8226 257
15626 16109 862
11998 12349 976
910 19075 -6
20212 12136 987
13383 14354 133
10168 18028 363
2620 7140 611
7429 14172 998
1160 2417 585
19954 9447 593
3210 5661 761
9006 14862 714
6951 10945 415
7203 14050 326
19950 19251 545
9626 18363 135
16086 11844 763
10480 21896 52
3906 5372 906
20826 15638 825
17601 17575 101
23027 16943 880
1205 14044 438
9370 9134 4
17351 17862 945
16025 989 266
8991 19744 267
14502 16430 287
12220 13520 423
7327 19316 652
13421 7472 87
10523 2456 626
2782 7438 619
18135 20583 888
7041 22693 916
22257 12366 412
6841 282 503
19389 15643 946
1677 18360 528
10758 21155 359
6531 2789 702
14571 18464 639
4848 23490 170
15722 11690 482
11608 16186 59
15149 496 583
21251 1176 501
18668 3706 656
676 20185 913
1821 7198 300
7259 19341 158
11199 24264 135
22356 1464 652
6461 8741 979
4179 18898 165
6531 8930 173
9916 9211 560
5472 13682 68
5915 4201 127
4364 1912 930
3967 24395 995
9274 6611 126
17167 1026 495
10237 1739 601
20022 3646 450
12078 6733 43
3814 22529 813
20733 21956 73
18815 12167 687
7642 11138 605
2203 6155 379
13812 24252 387
11621 3356 496
24593 16799 692
9409 13675 727
12380 11257 415
13923 2574 51
8127 20342 428
12472 24413 123
23644 15224 47
17362 17728 650
21197 3025 306
2502 7044 359
324 12815 78
19188 9546 881
11339 11908 104
9704 9502 320
22926 4235 634
19725 11708 292
6867 17619 306
4689 6841 454
903 24642 90
6765 2459 622
15139 4955 458
24048 2570 612
17060 13501 724
1053 21802 246
19237 23891 229
3074 19359 535
17715 9311 825
6784 19490 133
5794 16194 977
12722 14369 320
7087 22904 421
2755 20709 83
23498 22011 927
17694 658 916
15626 13425 115
21017 24652 565
17015 18835 844
24902 1448 672
19268 18396 392
4582 19238 247
19444 7332 637
19051 9574 692
23850 21486 528
7930 3190 740
14563 2449 603
24203 2132 252
14300 10857 795
9213 12341 913
16408 10878 899
13178 3025 753
23464 19550 334
9531 15209 57
1291 18413 428
3864 20443 54
20947 9048 313
4330 19061 817
3715 24226 746
18731 17834 228
2566 4951 500
6941 23545 371
5735 23804 818
3475 11018 278
21257 5323 478
2604 24034 958
2227 3533 15
10138 14006 54
884 19788 821
2281 3558 379
15974 20560 983
1834 5201 92
14059 6811 121
924 12783 210
11025 11487 318
4003 4260 721
6986 16546 -1
13809 4952 987
15377 16826 773
21064 23967 818
11756 11835 532
15205 4836 16
14909 14576 350
5016 22787 684
6562 14406 788
1098 3038 499
23115 7933 988
15910 24735 629
23733 8026 303
22240 1475 765
21612 20713 811
8153 6593 42
18703 4834 837
18695 19838 500
13516 4162 393
23325 13954 765
23957 21635 716
10093 9438 785
21007 15335 462
7621 21366 630
14785 24962 952
14545 24959 931
24286 8289 669
16585 24787 392
22027 10886 207
566 9920 985
13282 9611 529
21939 1805 820
54 4683 409
20965 11081 601
10929 17051 333
17712 14299 969
2869 17101 871
18332 8882 277
13104 23093 999
22422 9187 152
13103 16127 633
7589 10538 805
15146 19717 143
17901 2332 805
22272 17374 102
11322 9601 518
13083 12160 866
22495 22538 907
5116 3470 700
16799 14890 874
24146 21915 141
21030 4829 691
16968 2185 262
9135 3701 63
10058 12370 968
10161 22179 527
16294 3103 522
14529 24263 409
19859 20725 238
18418 10544 609
24894 24809 188
21361 3287 801
12279 4435 193
8037 23061 89
9237 20449 844
24332 10454 433
5601 23712 954
11835 9086 348
22048 5532 189
10802 13900 463
6349 2267 320
20584 20091 298
17037 7764 171
23564 8074 321
5723 13798 905
16837 20991 728
20327 18644 866
3071 12416 554
18658 4540 124
18570 9109 565
7152 818 530
16739 715 759
17728 16479 762
11213 4612 869
21052 24041 334
2298 13477 435
14120 8025 167
18798 576 708
21240 6815 668
14348 11007 938
13511 8060 304
15816 5905 442
17091 18525 826
5106 24025 1
12484 2952 817
20330 357 75
946 20524 12
17257 11584 142
8609 18056 596
20338 20328 596
22024 23142 348
13796 5389 687
23323 19073 458
21677 6986 788
1510 18000 74
10646 9876 629
22300 13150 963
14390 18573 -4
17306 16310 477
5891 17446 505
10773 6313 997
4239 2540 209
2880 16129 544
19473 16009 83
18058 13193 128
23443 19106 160
8185 24188 695
19773 6492 561
20598 6026 352
1417 20922 548
20111 4659 688
12003 10792 600
7737 23574 309
11745 3075 639
16023 16978 219
23508 22609 475
7646 10763 654
11823 16526 195
11608 15832 62
17031 15056 701
101 12999 506
538 13025 407
24654 17808 389
8896 11034 846
6570 15551 55
6426 21794 727
15059 2185 769
22228 18084 950
10499 10561 432
6045 20451 339
12394 578 287
21501 19727 509
222 9903 874
10777 13554 475
23132 1572 338
7603 10503 137
17996 734 456
21192 14529 639
8518 24021 866
8197 24923 630
16283 18209 56
1863 11668 594
13823 12197 940
6080 10466 619
16664 14928 479
16858 972 234
17271 14923 321
8273 1583 988
1232 6167 688
2003 19851 973
16837 12668 179
9733 9530 930
13017 13314 503
15543 4595 181
19828 12899 617
17686 7264 555
18887 1700 598
1251 1048 740
1689 18922 896
17149 19141 926
2595 23028 52
22332 19144 554
17482 5367 318
23574 10522 855
13333 10547 80
7813 13101 637
10452 11457 166
22745 7090 74
20623 14300 372
5236 7111 984
9760 13456 689
19342 7989 613
6346 9214 19
20932 9056 378
3891 2414 730
21114 22496 144
23219 10992 724
18696 9023 989
20270 13156 657
9189 10660 821
22905 19600 577
24675 1949 583
20119 22366 972
24782 18532 795
3292 22623 737
5894 12854 330
16295 11704 488
13214 20224 865
16415 15851 751
8073 11474 303
3755 13770 466
14576 15359 439
7261 23933 482
6724 6022 79
11499 24440 12
9651 21715 637
24262 23663 891
14580 24806 986
24659 16192 401
1191 13188 386
24004 12891 677
15464 15919 538
2197 21549 500
21541 9527 684
47 15494 12
18359 2103 202
6666 24323 233
16467 21026 719
2431 12441 18
23175 15098 483
19008 22672 908
2095 16684 382
3439 23087 803
18112 15703 322
9933 6733 635
24236 24188 166
14641 8752 450
11352 15778 533
10055 20279 885
14460 4154 688
3539 18354 221
24417 11593 945
10575 15459 463
23901 14951 392
13518 15400 368
23836 3096 464
17507 19138 806
15828 20826 517
1472 17175 68
10260 3828 532
1650 11569 254
20857 21858 596
5802 9543 96
6081 13678 2
10902 24920 689
6824 18486 522
9630 18882 540
14933 18984 380
2352 19584 505
7135 12366 548
23252 18746 393
610 14045 151
12755 6628 942
9167 10321 438
10169 231 173
16581 21366 203
9147 8236 665
6448 20225 771
22919 13545 272
14034 11717 110
18533 19492 142
1789 1188 455
1829 24542 255
13641 8909 902
16766 12197 29
23193 7057 819
22459 13622 87
14882 23507 311
3685 4977 535
10407 4920 332
10802 18106 462
3993 22410 97
12130 10710 997
766 17953 859
22797 23795 535
8699 7879 79
24804 14455 858
13697 318 434
9214 4636 905
5355 15450 313
14990 7733 366
24537 18654 101
16882 6129 837
23394 715 434
2732 12078 831
1442 12518 713
20253 15596 931
7885 10808 878
10189 22545 239
1477 3087 538
17554 14218 656
19982 23457 869
13678 24205 828
20006 19362 217
14791 3682 161
7801 18735 683
2888 12340 399
23304 16976 790
8709 1190 924
558 8875 526
3217 15827 798
3711 2131 557
6055 24324 338
20567 5051 944
10016 12244 463
378 10258 431
23537 1509 617
2610 21849 365
21464 10260 481
10212 5927 816
18935 3159 946
5168 4729 5
24656 15956 127
11085 12199 196
5790 10148 423
8343 19318 600
18826 4724 336
7101 350 968
1620 19709 783
15521 2360 209
21845 12813 900
1150 9889 552
23389 10308 467
16308 23040 613
12908 8578 524
22177 18864 376
431 17203 363
9152 16458 715
5097 2527 238
11205 4573 438
10206 10360 899
24472 13828 46
16436 18910 779
22288 21368 425
19639 1782 577
12460 13944 730
24319 12221 501
20631 21310 267
21800 4707 500
10726 24313 358
17473 1146 676
19764 16234 956
17450 17682 70
21994 23472 997
214 11242 993
8573 20374 145
14610 11186 726
7512 15811 559
23339 10057 495
10505 18852 196
10711 7426 420
8744 4187 296
3505 5856 979
19809 17956 602
20583 23983 373
3739 13375 209
2682 22087 562
17192 16910 717
1978 9390 891
9282 3012 189
2418 13612 163
23986 2782 285
1337 9127 80
9999 17977 972
16103 2420 975
5255 20053 73
13800 8547 684
1237 21996 199
24137 11480 73
4498 1718 63
11970 21404 295
19758 9801 658
711 8818 263
10217 2484 916
4384 1815 692
15574 19329 337
13959 20908 404
1342 21091 846
14006 16518 595
24174 16683 32
22664 6057 861
22803 21639 852
11042 5909 50
20807 9354 166
1138 19134 545
20184 3816 622
12587 15757 831
4526 14564 198
9582 17950 848
16154 19937 77
18841 19522 790
13412 3898 897
17408 23595 248
22457 22121 349
1464 9276 384
7086 5126 964
10336 15309 45
21029 20968 520
815 3319 223
19197 18875 631
592 13237 158
12376 20271 276
20928 21638 743
16272 17419 296
20338 15932 320
7791 13064 174
16946 22903 586
20809 13441 35
16287 5314 105
11055 22216 67
6698 12556 139
18429 11685 1
6355 22358 738
24198 9762 437
15858 2026 193
17213 10687 774
2806 13902 695
15223 8 236
19341 9351 736
8161 10602 267
4972 22613 350
10141 12661 360
3130 22874 233
2423 20040 809
12301 2425 340
21363 20804 506
15256 22235 7
8082 1625 575
22891 17102 639
16254 22276 144
2748 15240 672
2648 10270 926
24068 15330 895
24513 15426 71
23175 15077 403
18625 3321 824
2650 19440 392
19439 8622 866
13992 4801 40
8891 14837 791
526 18613 139
21569 14908 583
7669 3217 971
11122 9945 449
23643 14285 646
16470 14392 900
23351 8669 213
7639 5114 8
24281 2506 130
11222 4959 196
22190 7446 199
3671 3691 27
10782 7626 233
16409 5127 652
23836 18124 60
18205 22773 484
24533 22744 526
2043 7575 750
11186 12972 369
6994 19458 997
10295 20675 953
20137 19119 217
10994 7653 561
1818 23986 599
8717 1206 751
21071 15258 73
17631 10819 30
14185 22358 831
14754 463 200
23301 21773 596
5099 8805 713
3216 24266 804
19716 16355 806
17876 12869 124
10736 13314 261
1779 19308 724
2140 20563 868
15400 239 857
15068 5463 506
14587 11689 148
6594 4042 323
24895 23677 10
17709 5944 117
18983 17005 118
21016 16188 118
14390 13426 818
18542 10693 469
19215 11116 -3
7094 3202 56
19229 14948 582
4121 10681 618
5252 9128 603
8211 24052 283
18925 3214 68
1984 19104 665
23249 8497 644
5751 18431 179
7939 17345 96
4302 8566 436
2312 14470 163
13406 16324 642
5654 3732 726
11717 8746 31
10372 22420 855
16768 12596 865
2232 15523 136
22956 15123 200
18233 23904 18
12541 3635 857
24290 19801 61
18107 18161 315
23147 23003 770
15506 9871 498
9837 5846 422
7016 504 583
7795 20596 764
5083 17391 266
12312 3583 413
24824 9708 592
7193 22685 319
12282 24930 880
7657 78 219
23984 8520 147
5807 8615 387
8387 14032 561
23695 15282 882
12661 24472 745
7764 9311 596
19667 4042 313
20375 7579 178
12823 9853 482
487 1453 305
11346 13738 170
19880 5856 97
6724 16542 963
2286 2498 775
1927 2299 390
13453 6440 985
2570 3477 624
18651 23021 630
12593 18618 719
24236 21079 297
16839 7429 72
4031 17261 56
19611 4114 598
23528 126 803
11069 23322 87
22779 17667 763
23652 16961 804
12491 12915 339
18949 21905 782
371 17779 979
23096 6836 950
12515 22502 101
17162 19169 739
4537 2508 625
17410 23434 823
18336 14492 192
24208 7939 402
18932 2673 29
1753 11711 856
14710 1705 108
19080 11861 585
20914 16032 85
3686 6233 868
19221 15588 396
7880 4786 30
4206 23016 782
12691 588 70
17914 9072 605
16097 22001 583
13991 5087 279
15120 8158 779
18389 3757 492
16801 12291 882
9680 3204 900
17735 4857 323
2040 18841 490
6353 22133 242
16571 17200 472
15988 7413 410
5778 9252 923
10769 21815 213
1409 17348 426
21858 4781 776
24329 10826 834
3441 2859 769
18426 7327 29
600 10237 37
22235 3350 432
16845 14871 95
24423 4950 866
22394 17136 252
11023 11078 921
5739 14022 70
12835 22560 1
