17000 17015
15457 2328 -856
12736 15457 -849
3193 12736 -24
5055 3193 -266
605 5055 -554
4777 605 -723
3 4777 -681
15242 3 -725
6359 15242 -501
15091 6359 -535
11541 15091 -466
16402 11541 -916
2217 16402 -567
1385 2217 -973
3690 1385 -371
12217 3690 -803
5681 12217 -971
2203 5681 -950
9240 2203 -692
6109 9240 -50
1354 6109 -217
10894 1354 -415
11725 10894 -770
8570 11725 -480
13018 8570 -983
10376 13018 -487
15671 10376 -389
10915 15671 -173
11773 10915 -593
7024 11773 -495
11809 7024 -19
8165 11809 -242
2011 8165 -594
11394 2011 -548
9534 11394 -875
6146 9534 -880
9245 6146 -657
9298 9245 -334
7383 9298 -577
2112 7383 -280
14682 2112 -507
12752 14682 -79
15030 12752 -381
15626 15030 -80
4293 15626 -939
11092 4293 -403
5024 11092 -235
12812 5024 -784
1652 12812 -242
7497 1652 -131
12588 7497 -625
6056 12588 -208
8616 6056 -222
6333 8616 -320
6166 6333 -323
6898 6166 -764
10234 6898 -788
13282 10234 -128
6589 13282 -670
4259 6589 -185
7942 4259 -590
8597 7942 -10
11803 8597 -142
14797 11803 -982
15771 14797 -284
4139 15771 -9
7769 4139 -377
2775 7769 -964
3823 2775 -147
10493 3823 -242
7218 10493 -912
16832 7218 -826
7258 16832 -78
10675 7258 -143
5889 10675 -466
5451 5889 -769
15544 5451 -639
16895 15544 -64
13831 16895 -847
14029 13831 -898
9845 14029 -308
10805 9845 -829
6487 10805 -309
7030 6487 -450
543 7030 -146
6954 543 -213
13486 6954 -837
15257 13486 -217
3504 15257 -683
6017 3504 -468
8804 6017 -411
2065 8804 -366
15291 2065 -656
6379 15291 -359
8541 6379 -569
8610 8541 -939
729 8610 -797
16002 729 -567
4981 16002 -865
7807 4981 -712
544 7807 -791
8135 544 -23
7059 8135 -621
2699 7059 -825
11166 2699 -487
14984 11166 -950
9196 14984 -479
11407 9196 -511
15804 11407 -124
13076 15804 -932
9769 13076 -319
2926 9769 -456
10764 2926 -722
8894 10764 -342
342 8894 -736
5598 342 -750
5754 5598 -477
16095 5754 -744
5125 16095 -642
13834 5125 -665
12442 13834 -235
6669 12442 -613
2395 6669 -342
16326 2395 -876
3283 16326 -349
7486 3283 -439
14275 7486 -956
1054 14275 -792
10516 1054 -293
6743 10516 -479
11118 6743 -917
5791 11118 -347
11027 5791 -30
16662 11027 -397
14257 16662 -423
2083 14257 -695
8170 2083 -829
12716 8170 -254
7330 12716 -581
8883 7330 -867
6755 8883 -57
7317 6755 -591
2352 7317 -779
7236 2352 -578
2046 7236 -555
6016 2046 -651
9792 6016 -762
7515 9792 -46
10556 7515 -141
6000 10556 -399
8842 6000 -848
11270 8842 -579
8955 11270 -373
15538 8955 -889
3297 15538 -821
11055 3297 -139
2329 11055 -440
9903 2329 -986
10187 9903 -207
7437 10187 -405
16205 7437 -61
8243 16205 -921
1610 8243 -971
6508 1610 -53
11805 6508 -47
13645 11805 -387
3805 13645 -824
5150 3805 -963
3113 5150 -864
6872 3113 -421
1480 6872 -867
10365 1480 -659
14757 10365 -846
3935 14757 -392
5931 3935 -138
14820 5931 -32
1250 14820 -776
1837 1250 -199
15362 1837 -411
10035 15362 -72
11848 10035 -581
6063 11848 -738
1147 6063 -121
12024 1147 -543
6717 12024 -81
2401 6717 -544
1645 2401 -914
11099 1645 -611
16783 11099 -438
2516 16783 -272
11296 2516 -241
14936 11296 -755
4330 14936 -749
4729 4330 -60
13158 4729 -636
9127 13158 -46
14265 9127 -2
2062 14265 -90
9305 2062 -878
15656 9305 -805
2570 15656 -105
14611 2570 -347
12395 14611 -835
13227 12395 -905
5408 13227 -876
13608 5408 -296
16928 13608 -398
13942 16928 -771
13061 13942 -712
2261 13061 -576
11111 2261 -643
2561 11111 -526
10112 2561 -442
7554 10112 -859
6254 7554 -907
16018 6254 -557
15803 16018 -773
10731 15803 -284
7591 10731 -547
7912 7591 -476
4955 7912 -601
7123 4955 -176
11870 7123 -68
15697 11870 -696
7948 15697 -827
8862 7948 -753
14137 8862 -689
4418 14137 -575
1486 4418 -264
1649 1486 -370
1921 1649 -659
633 1921 -510
133 633 -264
15619 133 -313
1600 15619 -916
6462 1600 -956
16811 6462 -202
13045 16811 -335
14900 13045 -38
1768 14900 -90
2637 1768 -515
5136 2637 -367
8578 5136 -50
16345 8578 -671
13572 16345 -583
7811 13572 -232
6990 7811 -672
7017 6990 -734
6818 7017 -155
8890 6818 -267
6148 8890 -121
13677 6148 -415
1157 13677 -857
3869 1157 -347
6747 3869 -943
15369 6747 -198
12402 15369 -666
9555 12402 -8
10558 9555 -840
9301 10558 -615
16051 9301 -481
10441 16051 -3
6847 10441 -325
3060 6847 -244
9547 3060 -108
16766 9547 -55
6464 16766 -406
8081 6464 -660
6126 8081 -929
8205 6126 -844
26 8205 -857
10248 26 -628
2424 10248 -698
8583 2424 -844
4612 8583 -927
2520 4612 -964
10140 2520 -601
11024 10140 -865
6911 11024 -430
16845 6911 -296
1009 16845 -523
8317 1009 -574
644 8317 -901
10970 644 -675
13574 10970 -413
4716 13574 -577
16115 4716 -209
224 16115 -180
10849 224 -919
2657 10849 -593
9807 2657 -666
14215 9807 -405
15711 14215 -435
147 15711 -764
15967 147 -517
4412 15967 -593
5783 4412 -997
1826 5783 -533
10282 1826 -73
16390 10282 -58
3537 16390 -600
4584 3537 -464
11626 4584 -673
4339 11626 -515
4903 4339 -901
15968 4903 -198
1565 15968 -204
10862 1565 -427
10309 10862 -842
12105 10309 -72
3986 12105 -286
4160 3986 -653
12054 4160 -604
1367 12054 -740
2596 1367 -85
5126 2596 -928
624 5126 -685
12930 624 -889
862 12930 -692
9747 862 -602
13175 9747 -909
9597 13175 -427
16185 9597 -215
1982 16185 -452
6241 1982 -497
24 6241 -269
1969 24 -195
5833 1969 -252
8406 5833 -420
16070 8406 -626
4626 16070 -548
12272 4626 -525
10102 12272 -736
6 10102 -443
11885 6 -388
10962 11885 -383
3567 10962 -818
14703 3567 -78
7659 14703 -744
16172 7659 -278
16593 16172 -322
4374 16593 -771
8702 4374 -288
10044 8702 -556
7986 10044 -878
15402 7986 -990
11652 15402 -810
6965 11652 -182
14120 6965 -66
7229 14120 -220
11173 7229 -534
16164 11173 -376
2246 16164 -9
9784 2246 -119
2420 9784 -400
16647 2420 -985
4637 16647 -936
12087 4637 -208
9740 12087 -872
5316 9740 -29
6272 5316 -456
9105 6272 -903
12575 9105 -937
6800 12575 -164
14306 6800 -600
11002 14306 -564
11126 11002 -156
3184 11126 -118
14818 3184 -44
11381 14818 -588
3041 11381 -42
607 3041 -300
8909 607 -871
13636 8909 -955
6121 13636 -108
15037 6121 -637
5981 15037 -490
15153 5981 -772
2891 15153 -76
6087 2891 -406
2325 6087 -155
12544 2325 -738
13862 12544 -664
9050 13862 -527
2872 9050 -493
2160 2872 -268
6794 2160 -603
4620 6794 -805
2102 4620 -2
6414 2102 -107
13780 6414 -306
6551 13780 -916
3095 6551 -9
3919 3095 -388
6495 3919 -438
1308 6495 -577
11255 1308 -432
15680 11255 -220
13736 15680 -143
7247 13736 -650
11855 7247 -992
16136 11855 -287
6737 16136 -300
1996 6737 -773
6240 1996 -460
11573 6240 -383
8802 11573 -666
6367 8802 -177
7434 6367 -176
1361 7434 -221
7810 1361 -587
4529 7810 -830
8479 4529 -65
8490 8479 -754
11737 8490 -331
14341 11737 -958
683 14341 -457
10186 683 -627
11054 10186 -304
959 11054 -673
9875 959 -455
16196 9875 -31
11856 16196 -346
13144 11856 -714
834 13144 -880
4978 834 -328
14571 4978 -957
15156 14571 -628
11650 15156 -913
8769 11650 -107
11964 8769 -142
3677 11964 -321
427 3677 -673
4241 427 -656
4515 4241 -348
14954 4515 -705
12405 14954 -335
7097 12405 -960
5700 7097 -434
9283 5700 -102
13658 9283 -262
5121 13658 -859
12310 5121 -447
5337 12310 -720
15020 5337 -347
9810 15020 -349
1880 9810 -261
10001 1880 -684
29 10001 -819
9002 29 -404
10703 9002 -689
9563 10703 -844
15582 9563 -30
4511 15582 -651
1327 4511 -320
4856 1327 -941
10148 4856 -461
13699 10148 -124
15551 13699 -332
16736 15551 -211
10592 16736 -234
3578 10592 -456
14214 3578 -121
10033 14214 -893
14251 10033 -988
3011 14251 -863
9647 3011 -723
12319 9647 -136
15588 12319 -184
12630 15588 -590
2147 12630 -900
836 2147 -454
6910 836 -439
11610 6910 -500
16650 11610 -160
11948 16650 -67
5185 11948 -66
7267 5185 -211
10058 7267 -503
7089 10058 -140
7710 7089 -166
2633 7710 -263
5688 2633 -109
6384 5688 -142
4370 6384 -903
10320 4370 -409
1437 10320 -411
14860 1437 -927
11587 14860 -967
6038 11587 -632
1285 6038 -500
6714 1285 -951
8843 6714 -332
3937 8843 -877
5232 3937 -208
7977 5232 -934
451 7977 -131
4614 451 -67
12717 4614 -58
10188 12717 -371
1117 10188 -975
5279 1117 -785
7962 5279 -640
8904 7962 -384
3136 8904 -216
3692 3136 -576
15169 3692 -933
641 15169 -895
7495 641 -725
5137 7495 -564
13913 5137 -657
10799 13913 -403
3424 10799 -135
16985 3424 -787
12500 16985 -316
6374 12500 -351
14506 6374 -995
8532 14506 -350
16016 8532 -285
4493 16016 -951
12984 4493 -974
2733 12984 -931
16913 2733 -870
1165 16913 -737
13095 1165 -814
434 13095 -743
4730 434 -707
11775 4730 -730
4606 11775 -726
1956 4606 -813
11258 1956 -455
11603 11258 -673
9929 11603 -350
5745 9929 -360
3863 5745 -710
12950 3863 -996
4432 12950 -3
14454 4432 -744
2224 14454 -608
5442 2224 -957
12419 5442 -340
13428 12419 -7
12371 13428 -107
6921 12371 -362
15867 6921 -497
6700 15867 -553
4052 6700 -462
11347 4052 -287
11882 11347 -970
8614 11882 -597
14271 8614 -693
1586 14271 -101
3531 1586 -955
15118 3531 -486
9307 15118 -16
3373 9307 -952
1320 3373 -801
16793 1320 -809
9303 16793 -546
5011 9303 -378
15864 5011 -916
10459 15864 -637
13627 10459 -187
9099 13627 -642
1148 9099 -690
3343 1148 -740
8646 3343 -254
16630 8646 -434
16898 16630 -32
9254 16898 -116
7249 9254 -424
8313 7249 -803
172 8313 -904
6299 172 -373
5003 6299 -485
4580 5003 -626
203 4580 -73
5544 203 -288
3602 5544 -170
12154 3602 -727
9091 12154 -466
1263 9091 -340
3803 1263 -635
14436 3803 -650
13262 14436 -669
3201 13262 -289
2842 3201 -611
1984 2842 -548
13979 1984 -388
3982 13979 -593
13364 3982 -133
5224 13364 -159
2316 5224 -741
16887 2316 -762
11423 16887 -158
7196 11423 -70
9609 7196 -893
816 9609 -885
8900 816 -663
10917 8900 -795
13670 10917 -126
453 13670 -492
1016 453 -92
7681 1016 -715
7316 7681 -80
369 7316 -405
2737 369 -279
9742 2737 -378
2123 9742 -353
602 2123 -946
6400 602 -394
15739 6400 -14
8713 15739 -797
11889 8713 -308
16109 11889 -430
15487 16109 -980
5649 15487 -5
5488 5649 -948
13170 5488 -335
11212 13170 -902
6865 11212 -880
10457 6865 -224
466 10457 -732
10499 466 -464
15333 10499 -602
6061 15333 -334
1363 6061 -672
5601 1363 -549
11379 5601 -758
15701 11379 -58
15473 15701 -651
8809 15473 -286
16249 8809 -5
16562 16249 -591
8248 16562 -422
11629 8248 -236
13512 11629 -581
6972 13512 -848
2976 6972 -457
11529 2976 -218
5583 11529 -649
2730 5583 -629
3120 2730 -324
3110 3120 -988
6321 3110 -91
6082 6321 -837
16908 6082 -416
1824 16908 -125
5190 1824 -978
14590 5190 -830
16920 14590 -964
2012 16920 -188
12494 2012 -92
2050 12494 -133
7837 2050 -551
16954 7837 -797
6611 16954 -722
6809 6611 -718
7920 6809 -273
13148 7920 -632
7248 13148 -902
5845 7248 -900
12169 5845 -480
10329 12169 -226
566 10329 -446
8058 566 -358
9363 8058 -924
13785 9363 -406
9203 13785 -790
8585 9203 -822
3775 8585 -306
10085 3775 -90
11727 10085 -96
7409 11727 -201
9066 7409 -786
16224 9066 -217
13825 16224 -379
10908 13825 -566
10401 10908 -247
1380 10401 -996
10850 1380 -893
1261 10850 -456
9919 1261 -442
10877 9919 -616
11609 10877 -280
12576 11609 -58
7395 12576 -190
9292 7395 -78
16291 9292 -686
4438 16291 -205
6630 4438 -65
10472 6630 -438
14067 10472 -77
5120 14067 -51
10200 5120 -896
14460 10200 -890
8684 14460 -584
15418 8684 -425
2883 15418 -280
14388 2883 -297
504 14388 -604
3414 504 -215
7871 3414 -668
617 7871 -586
10903 617 -726
408 10903 -912
9702 408 -2
3318 9702 -533
10683 3318 -438
1235 10683 -208
6820 1235 -61
1917 6820 -617
581 1917 -485
10691 581 -33
11119 10691 -417
1141 11119 -585
10352 1141 -677
5002 10352 -341
614 5002 -960
5574 614 -108
8331 5574 -437
2870 8331 -305
9429 2870 -160
12473 9429 -47
16621 12473 -313
9626 16621 -294
11903 9626 -961
14777 11903 -819
11195 14777 -916
12617 11195 -879
6366 12617 -800
3395 6366 -710
14849 3395 -894
15364 14849 -522
14083 15364 -862
11017 14083 -483
3875 11017 -396
15965 3875 -1000
5979 15965 -134
3580 5979 -801
14327 3580 -787
9216 14327 -779
2004 9216 -848
4940 2004 -429
10120 4940 -778
10292 10120 -530
7288 10292 -169
5557 7288 -831
1856 5557 -26
16629 1856 -862
8157 16629 -495
16610 8157 -566
347 16610 -511
2243 347 -451
6558 2243 -766
1351 6558 -571
15882 1351 -388
4873 15882 -182
7709 4873 -829
12167 7709 -814
9782 12167 -297
12636 9782 -729
4419 12636 -501
1611 4419 -243
10217 1611 -973
4467 10217 -312
4032 4467 -831
14728 4032 -364
10057 14728 -89
15936 10057 -858
13490 15936 -740
11157 13490 -147
8093 11157 -922
1244 8093 -670
4086 1244 -618
8795 4086 -214
4789 8795 -157
14360 4789 -531
2624 14360 -145
3826 2624 -50
5729 3826 -512
11516 5729 -111
10618 11516 -978
6356 10618 -475
9606 6356 -37
3274 9606 -531
3197 3274 -563
14135 3197 -850
4714 14135 -982
11555 4714 -339
16924 11555 -362
3031 16924 -948
8573 3031 -176
3396 8573 -207
4621 3396 -32
4952 4621 -226
9901 4952 -895
11148 9901 -689
10443 11148 -233
4994 10443 -228
1892 4994 -846
595 1892 -101
10382 595 -85
8592 10382 -661
13870 8592 -780
14937 13870 -274
4246 14937 -393
11135 4246 -942
2613 11135 -901
14034 2613 -612
7086 14034 -731
11113 7086 -666
13563 11113 -830
4295 13563 -342
3147 4295 -608
16279 3147 -813
2459 16279 -39
16677 2459 -888
4371 16677 -326
4277 4371 -292
14348 4277 -590
14077 14348 -996
8074 14077 -513
13818 8074 -244
6163 13818 -360
1489 6163 -697
9596 1489 -975
8540 9596 -250
1233 8540 -231
15321 1233 -364
5450 15321 -810
5268 5450 -726
11341 5268 -602
12273 11341 -802
3413 12273 -529
1923 3413 -230
16246 1923 -576
16623 16246 -359
12470 16623 -750
8882 12470 -388
8587 8882 -347
11981 8587 -804
7375 11981 -942
3680 7375 -208
2358 3680 -117
2162 2358 -187
3801 2162 -371
5301 3801 -132
13124 5301 -595
4449 13124 -787
416 4449 -73
1318 416 -498
8486 1318 -844
5006 8486 -922
4077 5006 -482
1286 4077 -838
9818 1286 -481
4842 9818 -342
6055 4842 -547
15794 6055 -635
8692 15794 -987
15180 8692 -586
7010 15180 -324
11703 7010 -847
9024 11703 -118
8041 9024 -953
8016 8041 -136
5378 8016 -471
1338 5378 -967
7911 1338 -461
790 7911 -585
16034 790 -48
12239 16034 -190
5208 12239 -524
5226 5208 -961
11469 5226 -859
10560 11469 -252
13720 10560 -48
14369 13720 -569
4560 14369 -398
15655 4560 -916
3942 15655 -716
111 3942 -914
5113 111 -867
1164 5113 -193
7344 1164 -725
569 7344 -557
371 569 -746
12921 371 -300
8929 12921 -439
8688 8929 -668
16529 8688 -270
5176 16529 -147
15071 5176 -443
10313 15071 -85
2830 10313 -1000
12130 2830 -281
9126 12130 -233
13226 9126 -906
11457 13226 -798
10771 11457 -352
4960 10771 -491
5330 4960 -42
1357 5330 -994
8576 1357 -255
2304 8576 -716
7306 2304 -678
16869 7306 -371
2302 16869 -91
9814 2302 -931
11560 9814 -523
15759 11560 -925
1301 15759 -263
8347 1301 -314
8875 8347 -435
8886 8875 -295
533 8886 -989
9691 533 -317
10791 9691 -42
9142 10791 -632
14490 9142 -168
9827 14490 -971
10423 9827 -890
10934 10423 -769
10129 10934 -672
12207 10129 -862
14314 12207 -422
9451 14314 -706
14461 9451 -35
10842 14461 -316
4288 10842 -703
16785 4288 -589
1494 16785 -571
16708 1494 -130
7125 16708 -49
8756 7125 -947
899 8756 -421
5983 899 -939
5844 5983 -843
1422 5844 -992
8632 1422 -467
6245 8632 -148
5581 6245 -337
1289 5581 -975
8024 1289 -567
14773 8024 -982
11747 14773 -82
10384 11747 -174
6850 10384 -863
13267 6850 -449
14564 13267 -25
4772 14564 -273
15732 4772 -566
8114 15732 -379
9623 8114 -469
8419 9623 -246
10688 8419 -33
14591 10688 -540
6507 14591 -984
1025 6507 -900
7866 1025 -989
14098 7866 -256
10533 14098 -95
8434 10533 -251
9831 8434 -513
12637 9831 -665
9327 12637 -622
4008 9327 -738
821 4008 -464
11390 821 -746
6242 11390 -146
6080 6242 -699
1893 6080 -955
6070 1893 -853
8303 6070 -668
12899 8303 -622
2462 12899 -577
13715 2462 -272
16885 13715 -241
14007 16885 -161
10371 14007 -119
16478 10371 -410
6535 16478 -378
883 6535 -92
16465 883 -261
135 16465 -327
9828 135 -525
2343 9828 -76
5738 2343 -374
16584 5738 -549
15240 16584 -433
9481 15240 -862
16004 9481 -806
3317 16004 -101
4593 3317 -282
980 4593 -456
8275 980 -970
548 8275 -689
4568 548 -793
3271 4568 -382
952 3271 -217
6621 952 -145
2266 6621 -441
7835 2266 -34
1968 7835 -804
10807 1968 -732
7700 10807 -954
3357 7700 -354
4597 3357 -639
747 4597 -423
16101 747 -230
9001 16101 -174
16799 9001 -341
3465 16799 -95
11053 3465 -525
10065 11053 -625
4909 10065 -686
12785 4909 -631
12609 12785 -113
3659 12609 -899
14507 3659 -120
4261 14507 -729
13403 4261 -754
10162 13403 -752
10953 10162 -279
5938 10953 -588
1602 5938 -168
11036 1602 -140
16706 11036 -13
9589 16706 -634
3457 9589 -842
2573 3457 -473
15634 2573 -175
778 15634 -295
6047 778 -753
15063 6047 -503
12209 15063 -310
5760 12209 -82
7343 5760 -956
8972 7343 -537
6779 8972 -457
6477 6779 -132
15601 6477 -2
6423 15601 -399
2176 6423 -554
14462 2176 -937
14715 14462 -674
12834 14715 -824
7007 12834 -864
12122 7007 -330
7536 12122 -227
787 7536 -620
5022 787 -367
2571 5022 -295
4655 2571 -411
9580 4655 -915
7274 9580 -255
9833 7274 -373
2871 9833 -520
946 2871 -199
5051 946 -386
16511 5051 -700
98 16511 -137
14512 98 -787
14845 14512 -891
3335 14845 -814
5154 3335 -506
9104 5154 -873
14134 9104 -207
12825 14134 -734
10150 12825 -146
14200 10150 -956
468 14200 -326
8952 468 -319
16337 8952 -909
8433 16337 -515
14267 8433 -526
901 14267 -744
12583 901 -585
550 12583 -753
4251 550 -876
13111 4251 -385
13161 13111 -490
10019 13161 -637
9630 10019 -490
7760 9630 -1000
16863 7760 -956
14 16863 -269
9101 14 -247
7874 9101 -336
10002 7874 -812
3057 10002 -330
12342 3057 -882
8551 12342 -230
11138 8551 -597
5582 11138 -674
3797 5582 -508
11774 3797 -307
6282 11774 -524
9185 6282 -176
4518 9185 -441
5329 4518 -362
9102 5329 -620
13214 9102 -204
12863 13214 -438
4549 12863 -55
11272 4549 -775
73 11272 -466
16888 73 -1000
2806 16888 -324
16021 2806 -33
11679 16021 -357
8105 11679 -465
567 8105 -980
4480 567 -461
14445 4480 -848
8647 14445 -73
382 8647 -899
9958 382 -493
15756 9958 -920
10167 15756 -54
286 10167 -276
8773 286 -915
9607 8773 -492
5407 9607 -196
4530 5407 -337
658 4530 -856
4272 658 -672
15753 4272 -299
12652 15753 -537
14981 12652 -103
8190 14981 -708
1112 8190 -468
7868 1112 -939
9987 7868 -722
9752 9987 -824
9689 9752 -506
10036 9689 -637
4672 10036 -56
2606 4672 -693
2480 2606 -696
15505 2480 -860
1115 15505 -348
15917 1115 -458
420 15917 -663
12076 420 -986
6026 12076 -334
3786 6026 -948
6338 3786 -141
16780 6338 -425
7901 16780 -606
13528 7901 -547
16072 13528 -908
8477 16072 -218
13830 8477 -100
9313 13830 -373
989 9313 -536
4105 989 -973
3536 4105 -937
14086 3536 -427
9785 14086 -127
9618 9785 -182
995 9618 -867
15602 995 -262
4091 15602 -951
2095 4091 -52
2956 2095 -811
11316 2956 -472
13422 11316 -673
7389 13422 -281
12887 7389 -840
8498 12887 -898
15677 8498 -543
9977 15677 -73
7487 9977 -409
4701 7487 -298
756 4701 -935
2602 756 -196
9262 2602 -3
6980 9262 -593
10198 6980 -997
1740 10198 -10
5246 1740 -966
6228 5246 -246
15789 6228 -794
10700 15789 -106
13855 10700 -113
1265 13855 -693
15650 1265 -856
16803 15650 -393
15117 16803 -807
14652 15117 -469
4054 14652 -985
2168 4054 -451
3589 2168 -680
2058 3589 -660
14377 2058 -530
13074 14377 -51
15205 13074 -105
15600 15205 -148
15295 15600 -140
5426 15295 -427
16612 5426 -687
12131 16612 -51
12414 12131 -212
4543 12414 -523
13140 4543 -111
16166 13140 -692
5014 16166 -496
565 5014 -394
5148 565 -766
10634 5148 -471
12634 10634 -386
4791 12634 -462
5114 4791 -263
1890 5114 -994
9858 1890 -896
7611 9858 -339
14411 7611 -256
10055 14411 -668
879 10055 -545
2793 879 -926
963 2793 -291
16719 963 -206
7640 16719 -920
3059 7640 -167
1916 3059 -806
7909 1916 -456
4962 7909 -590
16455 4962 -665
8045 16455 -531
8922 8045 -805
2543 8922 -466
9524 2543 -434
1606 9524 -21
14669 1606 -383
3148 14669 -120
15366 3148 -73
2258 15366 -135
1935 2258 -641
10816 1935 -763
13477 10816 -747
16720 13477 -317
5386 16720 -303
7345 5386 -795
14026 7345 -892
240 14026 -504
13985 240 -413
5625 13985 -685
4148 5625 -6
4383 4148 -610
2074 4383 -11
5344 2074 -741
6342 5344 -508
7013 6342 -230
3972 7013 -460
15686 3972 -108
14562 15686 -380
2893 14562 -373
15973 2893 -697
16875 15973 -722
639 16875 -390
10155 639 -872
4728 10155 -970
11109 4728 -571
9932 11109 -887
10354 9932 -970
9541 10354 -854
16866 9541 -122
8988 16866 -660
2109 8988 -482
15016 2109 -23
13893 15016 -671
11268 13893 -184
4300 11268 -289
6207 4300 -999
10182 6207 -456
809 10182 -485
13325 809 -176
5901 13325 -241
11197 5901 -225
12305 11197 -419
8209 12305 -352
8261 8209 -232
6831 8261 -555
1713 6831 -610
5562 1713 -478
4630 5562 -865
192 4630 -318
9908 192 -592
11201 9908 -981
10626 11201 -768
10672 10626 -495
9397 10672 -329
10300 9397 -394
16716 10300 -586
7367 16716 -736
2720 7367 -290
10161 2720 -62
322 10161 -224
7002 322 -587
908 7002 -828
10293 908 -166
15847 10293 -296
9499 15847 -821
3624 9499 -785
4188 3624 -715
282 4188 -41
13786 282 -42
15065 13786 -729
1499 15065 -625
8063 1499 -325
10477 8063 -244
8451 10477 -41
15863 8451 -824
16054 15863 -37
3137 16054 -844
2675 3137 -777
3835 2675 -980
8132 3835 -771
1369 8132 -677
2474 1369 -995
14396 2474 -630
4177 14396 -939
3722 4177 -220
15231 3722 -123
8892 15231 -215
1440 8892 -711
3654 1440 -297
6612 3654 -602
16486 6612 -224
2070 16486 -214
15293 2070 -554
1708 15293 -889
6492 1708 -756
7522 6492 -866
4380 7522 -868
16912 4380 -317
3497 16912 -25
10287 3497 -868
3528 10287 -201
3570 3528 -951
16253 3570 -441
14262 16253 -465
16673 14262 -528
10163 16673 -562
5365 10163 -307
8852 5365 -465
16405 8852 -135
1689 16405 -625
4804 1689 -161
2529 4804 -876
16701 2529 -906
8897 16701 -470
4051 8897 -183
4825 4051 -356
1043 4825 -418
9764 1043 -20
4465 9764 -169
514 4465 -49
5075 514 -252
119 5075 -472
2375 119 -322
6695 2375 -111
11536 6695 -111
4790 11536 -994
3981 4790 -604
14317 3981 -487
2154 14317 -596
14118 2154 -309
6932 14118 -356
8545 6932 -257
14739 8545 -91
8289 14739 -16
10026 8289 -770
6805 10026 -501
1797 6805 -218
10093 1797 -355
1143 10093 -481
1829 1143 -749
5000 1829 -5
10159 5000 -841
7918 10159 -299
16311 7918 -987
14917 16311 -84
8365 14917 -121
10258 8365 -514
6596 10258 -354
7702 6596 -584
10704 7702 -571
6772 10704 -942
11149 6772 -414
2215 11149 -428
6637 2215 -3
672 6637 -851
1191 672 -394
15480 1191 -787
12927 15480 -367
14147 12927 -79
16143 14147 -559
9549 16143 -382
201 9549 -137
9971 201 -708
12388 9971 -638
4748 12388 -83
16112 4748 -932
9460 16112 -538
12513 9460 -994
13936 12513 -820
9714 13936 -487
4352 9714 -962
6156 4352 -151
15793 6156 -701
1635 15793 -187
8312 1635 -387
10868 8312 -329
1061 10868 -652
16023 1061 -436
6189 16023 -821
10867 6189 -301
1452 10867 -958
10270 1452 -633
3587 10270 -240
1106 3587 -40
8355 1106 -702
4080 8355 -989
8782 4080 -10
14210 8782 -345
7749 14210 -550
16756 7749 -306
8979 16756 -867
1423 8979 -360
1296 1423 -961
9152 1296 -473
2177 9152 -553
15433 2177 -13
10251 15433 -518
16145 10251 -938
16765 16145 -690
8543 16765 -79
3703 8543 -662
11411 3703 -244
8399 11411 -766
5868 8399 -201
7553 5868 -984
2031 7553 -492
8262 2031 -41
16527 8262 -236
5928 16527 -873
16891 5928 -894
7854 16891 -778
15779 7854 -293
14475 15779 -757
558 14475 -670
5081 558 -13
16198 5081 -269
1264 16198 -157
10976 1264 -676
7239 10976 -400
14988 7239 -740
4944 14988 -182
3549 4944 -945
498 3549 -441
7583 498 -52
14264 7583 -662
13132 14264 -604
13809 13132 -227
1293 13809 -644
5634 1293 -950
3231 5634 -419
1113 3231 -26
13875 1113 -307
11954 13875 -966
8006 11954 -67
13445 8006 -541
16524 13445 -690
14876 16524 -53
6175 14876 -663
14694 6175 -589
2413 14694 -694
1994 2413 -139
1139 1994 -432
5863 1139 -919
10017 5863 -994
9628 10017 -637
4175 9628 -913
9495 4175 -838
11712 9495 -327
9975 11712 -622
14261 9975 -465
2385 14261 -254
10647 2385 -617
1254 10647 -606
15216 1254 -189
1347 15216 -56
4808 1347 -905
14592 4808 -172
1371 14592 -811
14487 1371 -770
1567 14487 -293
14438 1567 -443
1973 14438 -759
749 1973 -827
12586 749 -577
9248 12586 -783
6746 9248 -620
3388 6746 -639
7838 3388 -370
4014 7838 -620
1083 4014 -674
4042 1083 -215
738 4042 -798
16495 738 -435
10241 16495 -906
11761 10241 -485
4682 11761 -493
10792 4682 -300
12968 10792 -972
1690 12968 -3
11520 1690 -318
7636 11520 -595
3705 7636 -283
7506 3705 -274
2209 7506 -746
3479 2209 -19
3392 3479 -318
4248 3392 -522
9410 4248 -377
15490 9410 -4
6916 15490 -293
9492 6916 -317
6628 9492 -447
4709 6628 -268
3116 4709 -486
3641 3116 -923
8075 3641 -966
1743 8075 -751
9028 1743 -486
11000 9028 -579
1333 11000 -97
2016 1333 -838
10149 2016 -806
7422 10149 -582
4640 7422 -60
4835 4640 -337
15899 4835 -860
2689 15899 -117
9377 2689 -980
12838 9377 -589
8987 12838 -988
7569 8987 -348
14049 7569 -992
3053 14049 -164
6220 3053 -675
14745 6220 -29
8413 14745 -462
7812 8413 -599
6300 7812 -147
1888 6300 -894
10366 1888 -267
5747 10366 -565
15844 5747 -708
6369 15844 -14
97 6369 -627
2643 97 -673
1615 2643 -895
7674 1615 -699
6018 7674 -131
1907 6018 -870
6471 1907 -10
6137 6471 -515
7178 6137 -615
15681 7178 -906
16709 15681 -411
